Study_Hours,Attendance_Percentage,Previous_Exam_Score,Assignment_Completion,Final_Exam_Score
5.4,94.0,100,40.0,72.5
4.3,75.0,76,50.0,55.0
9.0,84.0,35,69.0,58.8
5.9,56.0,52,60.0,50.4
4.6,88.0,98,64.0,68.7
5.8,97.0,38,60.0,49.5
9.4,57.0,91,46.0,77.9
5.7,62.0,43,92.0,49.6
8.7,72.0,46,74.0,62.6
9.8,83.0,89,42.0,74.1
0.5,88.0,58,56.0,42.0
9.5,85.0,97,62.0,84.7
6.6,99.0,53,77.0,61.1
1.9,90.0,36,44.0,40.8
5.2,60.0,37,65.0,47.7
2.2,64.0,59,66.0,47.3
0.6,60.0,40,40.0,34.1
9.4,66.0,57,97.0,68.6
7.2,86.0,92,63.0,72.8
3.2,51.0,76,71.0,57.1
7.7,69.0,85,100.0,77.4
6.9,81.0,67,43.0,64.7
2.5,91.0,73,56.0,60.0
1.1,74.0,89,97.0,59.7
3.9,82.0,60,82.0,59.0
3.3,97.0,64,82.0,63.3
4.6,60.0,88,93.0,65.6
3.3,70.0,65,49.0,45.8
4.0,80.0,35,99.0,49.8
7.8,91.0,87,89.0,82.4
6.7,69.0,66,95.0,70.4
3.7,84.0,39,62.0,41.8
8.1,73.0,39,78.0,55.6
7.5,50.0,41,69.0,49.6
6.2,62.0,40,84.0,52.3
9.1,87.0,75,57.0,75.6
9.7,50.0,65,75.0,72.2
5.8,72.0,49,62.0,49.2
0.5,71.0,37,82.0,33.8
3.8,54.0,52,98.0,50.0
6.9,64.0,63,88.0,63.4
2.3,96.0,47,47.0,42.2
3.1,60.0,86,62.0,53.9
5.7,93.0,83,97.0,70.2
1.0,73.0,98,54.0,57.0
3.8,71.0,45,56.0,47.2
6.2,90.0,45,77.0,55.9
9.1,69.0,79,93.0,75.3
4.8,52.0,88,48.0,59.1
4.8,65.0,91,56.0,62.6
1.3,70.0,95,63.0,61.7
7.6,98.0,89,56.0,80.6
5.4,83.0,50,72.0,61.0
0.6,89.0,42,67.0,41.2
2.8,100.0,65,99.0,61.7
7.6,53.0,74,61.0,59.4
6.1,59.0,51,98.0,59.1
6.9,56.0,57,100.0,64.0
7.9,85.0,39,59.0,58.2
3.3,59.0,42,49.0,39.1
4.0,93.0,53,75.0,52.2
2.9,80.0,81,89.0,60.3
6.3,57.0,77,58.0,62.7
2.3,55.0,60,81.0,45.1
2.6,100.0,45,96.0,47.9
9.8,80.0,96,47.0,82.9
1.9,87.0,49,100.0,51.9
9.1,71.0,43,98.0,64.6
8.5,59.0,45,87.0,56.1
6.4,60.0,47,77.0,54.9
8.0,78.0,62,83.0,67.7
0.8,58.0,100,,57.2
3.8,88.0,45,63.0,53.4
1.0,61.0,35,48.0,34.6
2.8,81.0,39,96.0,44.7
8.9,60.0,75,72.0,69.6
6.7,53.0,69,40.0,58.3
4.4,94.0,93,83.0,70.2
7.4,65.0,89,74.0,72.5
8.4,92.0,51,68.0,62.8
1.5,65.0,70,64.0,43.7
0.5,65.0,56,63.0,43.2
7.5,93.0,44,96.0,67.2
7.9,76.0,63,66.0,69.2
6.8,55.0,96,55.0,71.5
5.3,95.0,74,81.0,67.4
0.7,58.0,45,56.0,36.9
5.0,50.0,93,47.0,60.5
8.0,100.0,76,46.0,69.3
1.3,57.0,45,79.0,36.8
9.4,76.0,95,49.0,80.3
1.6,61.0,93,67.0,56.0
7.0,57.0,99,72.0,72.3
6.1,75.0,48,48.0,55.6
7.9,84.0,63,100.0,66.5
1.4,84.0,96,87.0,60.9
1.8,93.0,71,82.0,55.3
4.2,,57,71.0,52.8
9.5,57.0,44,91.0,62.8
2.2,92.0,48,63.0,43.9
4.3,84.0,88,53.0,68.2
8.5,74.0,75,64.0,71.4
9.1,51.0,62,64.0,64.6
0.8,84.0,63,71.0,49.8
7.4,94.0,45,88.0,62.4
1.9,95.0,49,82.0,50.8
3.6,64.0,70,44.0,46.8
9.4,59.0,47,45.0,59.2
3.2,57.0,59,41.0,40.7
7.8,75.0,41,94.0,64.2
6.3,100.0,67,93.0,71.0
4.8,88.0,42,60.0,47.8
1.7,67.0,87,90.0,56.4
1.4,89.0,48,,52.7
2.5,93.0,75,66.0,61.5
8.4,60.0,94,63.0,78.1
8.7,76.0,48,66.0,63.7
9.2,82.0,44,45.0,62.1
7.1,87.0,41,65.0,58.0
1.6,63.0,36,71.0,32.7
8.1,94.0,56,47.0,63.7
4.5,57.0,65,44.0,50.6
6.0,98.0,40,59.0,57.4
6.9,88.0,80,87.0,71.6
2.6,94.0,88,97.0,71.3
9.2,85.0,50,49.0,64.3
6.2,59.0,53,98.0,56.5
4.7,67.0,43,93.0,52.4
8.9,54.0,67,93.0,69.2
9.4,95.0,58,85.0,70.8
5.6,64.0,68,62.0,56.0
5.8,70.0,64,46.0,54.9
2.8,99.0,95,78.0,67.3
9.6,52.0,89,84.0,79.1
5.6,58.0,70,98.0,64.7
6.3,61.0,48,69.0,53.5
6.7,98.0,46,66.0,59.4
2.6,89.0,95,52.0,67.1
1.8,80.0,63,85.0,49.6
3.4,91.0,56,81.0,51.9
7.0,83.0,64,91.0,71.0
2.3,65.0,90,60.0,54.9
1.4,100.0,74,58.0,52.5
8.8,67.0,54,82.0,70.3
2.8,98.0,82,40.0,61.0
7.2,55.0,50,82.0,59.8
3.7,67.0,36,79.0,47.5
3.8,89.0,43,97.0,50.3
6.5,69.0,76,45.0,64.5
8.3,74.0,44,82.0,65.8
2.4,74.0,75,79.0,53.4
2.2,90.0,57,55.0,48.7
6.8,77.0,57,89.0,60.2
4.1,86.0,67,45.0,59.2
7.7,88.0,37,93.0,62.7
1.7,91.0,54,58.0,42.0
7.6,67.0,87,52.0,67.0
6.2,65.0,67,53.0,58.6
5.5,77.0,67,86.0,58.4
8.2,61.0,71,55.0,67.7
9.5,85.0,77,61.0,71.4
8.4,86.0,79,50.0,77.4
9.4,89.0,82,78.0,78.1
6.5,50.0,66,76.0,58.7
4.5,70.0,61,60.0,54.8
3.6,,93,47.0,63.2
7.7,87.0,78,57.0,67.7
9.4,68.0,86,82.0,77.3
6.1,89.0,68,69.0,60.3
8.6,91.0,37,95.0,68.4
1.3,66.0,91,98.0,55.0
8.1,66.0,92,46.0,70.6
4.6,70.0,35,81.0,45.8
9.5,93.0,47,64.0,67.4
7.4,61.0,61,58.0,62.0
8.9,77.0,76,41.0,74.1
7.7,51.0,77,90.0,67.6
9.5,81.0,78,59.0,71.0
3.0,61.0,90,44.0,55.9
9.0,78.0,50,59.0,68.4
9.8,93.0,65,74.0,74.0
7.6,98.0,83,95.0,82.7
6.5,98.0,66,73.0,69.2
4.4,85.0,41,82.0,50.7
0.7,55.0,37,89.0,31.3
6.0,88.0,77,45.0,69.7
7.7,91.0,99,95.0,82.7
5.2,72.0,83,88.0,66.9
4.4,53.0,59,87.0,52.2
2.5,88.0,68,65.0,54.5
7.3,64.0,48,74.0,53.4
4.0,93.0,88,45.0,63.9
4.8,64.0,50,96.0,53.4
4.9,77.0,57,83.0,56.6
4.2,84.0,75,84.0,58.6
9.2,88.0,97,92.0,86.5
8.7,89.0,69,83.0,72.4
5.3,71.0,52,77.0,53.6
8.0,51.0,65,70.0,61.6
0.7,59.0,37,95.0,36.7
6.2,72.0,60,59.0,54.3
2.5,99.0,61,43.0,52.5
7.3,86.0,70,87.0,66.2
7.4,59.0,65,87.0,62.4
9.8,71.0,89,63.0,76.4
8.7,58.0,87,67.0,78.1
6.9,50.0,39,56.0,48.4
1.2,53.0,66,92.0,45.1
8.3,54.0,45,78.0,60.0
7.5,70.0,45,45.0,55.2
2.5,78.0,70,65.0,52.6
4.8,55.0,100,81.0,70.7
0.5,96.0,94,86.0,62.7
7.9,74.0,53,85.0,65.3
4.0,71.0,82,41.0,57.9
2.1,64.0,64,40.0,46.9
4.5,68.0,37,60.0,42.8
5.6,61.0,54,44.0,48.4
1.3,74.0,83,42.0,49.1
2.5,87.0,46,56.0,45.0
3.0,69.0,73,92.0,53.7
3.2,51.0,56,98.0,51.7
2.6,72.0,45,74.0,49.0
4.4,69.0,98,70.0,65.5
9.2,54.0,99,83.0,77.0
2.4,76.0,75,74.0,58.7
9.4,99.0,81,80.0,78.8
3.6,89.0,42,91.0,52.5
8.0,54.0,56,75.0,65.5
8.5,57.0,83,69.0,69.8
2.5,56.0,63,59.0,46.5
9.0,98.0,40,86.0,62.7
8.3,74.0,59,56.0,60.2
3.5,60.0,48,84.0,48.6
8.5,98.0,41,93.0,67.8
5.4,59.0,95,97.0,67.6
7.4,55.0,60,55.0,54.1
2.4,53.0,43,60.0,35.7
3.3,78.0,91,74.0,59.9
6.4,97.0,87,63.0,74.5
3.5,76.0,90,55.0,64.1
3.4,100.0,58,78.0,58.1
8.6,88.0,69,61.0,67.9
9.4,96.0,48,41.0,64.5
4.1,91.0,83,84.0,68.1
8.9,94.0,51,50.0,67.3
4.3,59.0,88,92.0,64.5
6.5,81.0,80,99.0,74.0
8.4,86.0,83,49.0,69.2
5.9,95.0,46,87.0,55.2
6.8,90.0,80,71.0,68.1
1.0,62.0,55,49.0,34.4
9.2,67.0,78,79.0,74.5
5.8,57.0,53,79.0,53.0
7.3,52.0,77,83.0,71.7
0.7,59.0,86,41.0,50.7
2.1,61.0,68,40.0,44.6
5.0,78.0,86,84.0,73.0
6.0,66.0,45,80.0,54.1
4.6,94.0,68,53.0,55.3
8.5,77.0,52,54.0,62.5
5.3,96.0,83,62.0,67.9
6.4,65.0,44,53.0,50.3
1.7,58.0,37,96.0,35.6
2.3,74.0,36,99.0,42.0
7.7,55.0,36,53.0,50.5
7.3,66.0,76,86.0,66.7
3.3,54.0,50,56.0,42.8
3.9,69.0,91,48.0,61.6
9.6,76.0,95,53.0,81.6
2.6,92.0,85,71.0,57.2
7.7,75.0,87,93.0,79.7
6.1,60.0,82,89.0,68.9
8.8,60.0,56,,65.6
5.5,59.0,66,63.0,53.8
3.8,84.0,73,83.0,65.7
6.6,82.0,37,79.0,60.2
2.6,67.0,70,76.0,51.2
1.3,72.0,60,45.0,47.4
8.0,71.0,55,99.0,66.3
7.2,67.0,46,83.0,53.9
4.2,60.0,89,68.0,60.1
1.6,89.0,98,67.0,60.4
3.9,70.0,44,89.0,48.2
1.6,75.0,91,73.0,59.6
9.2,53.0,61,62.0,66.5
1.5,100.0,59,93.0,49.4
5.0,90.0,54,51.0,59.4
7.7,100.0,62,59.0,71.1
4.4,53.0,67,67.0,54.9
6.5,82.0,39,57.0,48.5
5.8,54.0,77,95.0,61.5
8.9,75.0,86,87.0,78.8
3.1,51.0,79,55.0,53.0
9.0,81.0,69,99.0,78.3
1.8,58.0,41,80.0,37.8
8.6,69.0,43,46.0,58.1
9.8,76.0,91,87.0,84.7
4.0,52.0,56,45.0,49.4
7.4,100.0,62,75.0,66.9
3.7,70.0,52,45.0,50.7
2.6,88.0,82,65.0,59.4
4.3,78.0,37,93.0,50.0
9.0,94.0,47,78.0,68.0
1.2,86.0,70,59.0,46.4
3.7,93.0,47,67.0,55.8
7.7,98.0,66,73.0,73.9
3.1,78.0,90,62.0,60.5
5.1,73.0,76,59.0,63.4
2.5,69.0,63,89.0,51.5
3.7,76.0,57,,52.4
7.8,53.0,97,65.0,77.6
1.6,63.0,81,77.0,53.0
1.0,57.0,77,81.0,47.3
3.2,66.0,65,82.0,49.1
5.6,58.0,57,62.0,57.9
4.3,56.0,63,61.0,49.2
3.4,75.0,77,96.0,63.0
3.5,65.0,53,74.0,47.6
8.4,93.0,79,71.0,78.9
9.3,56.0,87,65.0,69.8
7.8,66.0,50,89.0,58.8
7.5,100.0,73,68.0,67.7
4.3,87.0,91,80.0,71.3
6.9,81.0,66,58.0,60.2
3.7,52.0,62,71.0,54.3
0.9,79.0,38,52.0,37.4
4.9,89.0,38,82.0,56.3
0.8,74.0,93,76.0,60.1
5.7,94.0,57,100.0,65.1
9.1,59.0,49,87.0,66.7
6.8,99.0,89,68.0,75.2
8.0,81.0,65,63.0,71.1
6.1,52.0,97,43.0,65.1
3.1,55.0,62,54.0,49.8
6.3,54.0,69,52.0,53.2
2.1,90.0,74,79.0,54.7
2.6,80.0,87,68.0,63.0
3.0,51.0,60,85.0,51.5
6.8,79.0,64,91.0,65.2
5.8,59.0,84,92.0,62.6
2.2,92.0,88,55.0,64.1
3.0,99.0,43,49.0,51.0
4.6,87.0,48,45.0,53.8
8.1,60.0,44,56.0,56.9
8.1,55.0,48,77.0,58.5
9.8,71.0,74,65.0,78.7
3.0,90.0,69,64.0,60.6
7.0,70.0,70,58.0,67.9
7.8,84.0,78,45.0,66.8
9.7,93.0,78,49.0,72.7
5.6,94.0,62,68.0,65.8
7.9,84.0,70,95.0,73.1
1.8,51.0,44,56.0,38.0
3.0,53.0,47,47.0,36.9
4.2,62.0,35,72.0,43.6
5.0,80.0,40,86.0,53.5
5.1,56.0,65,89.0,57.4
0.5,76.0,96,84.0,62.1
1.4,59.0,40,58.0,36.0
1.0,69.0,48,72.0,39.6
8.9,92.0,55,64.0,71.9
2.9,77.0,94,59.0,58.1
3.6,93.0,64,78.0,60.4
8.1,86.0,39,76.0,63.1
2.7,58.0,78,92.0,58.0
4.8,53.0,50,75.0,45.2
1.4,75.0,53,77.0,44.1
2.2,71.0,66,44.0,48.3
1.8,71.0,56,65.0,48.2
5.9,98.0,38,75.0,58.5
5.4,59.0,64,52.0,57.1
5.3,,59,83.0,61.3
3.9,65.0,76,94.0,56.3
4.1,63.0,79,47.0,51.4
0.9,98.0,46,49.0,46.2
3.6,82.0,96,76.0,68.3
7.7,88.0,93,46.0,75.4
7.1,62.0,39,62.0,51.2
5.9,,51,56.0,54.9
1.4,75.0,67,74.0,52.8
6.1,63.0,65,68.0,58.2
4.8,75.0,93,69.0,71.4
4.2,64.0,74,60.0,60.8
6.1,95.0,93,83.0,78.0
6.6,80.0,65,42.0,57.9
4.5,96.0,92,61.0,73.5
3.0,71.0,49,89.0,44.0
8.7,87.0,73,84.0,79.4
8.5,84.0,46,62.0,61.3
2.0,53.0,93,78.0,59.8
8.3,95.0,73,91.0,76.6
1.0,86.0,95,65.0,57.4
7.6,76.0,78,69.0,67.0
2.1,93.0,61,58.0,51.0
0.7,63.0,36,78.0,35.3
8.7,97.0,88,40.0,80.8
6.2,91.0,87,44.0,66.7
5.7,52.0,91,96.0,68.1
4.9,98.0,61,76.0,62.5
2.6,79.0,58,96.0,55.8
6.9,55.0,42,100.0,55.3
1.7,88.0,88,51.0,54.4
9.7,91.0,56,58.0,67.1
7.9,53.0,53,53.0,57.7
4.1,100.0,86,92.0,72.7
9.5,86.0,68,85.0,73.3
3.8,58.0,59,61.0,48.4
1.8,69.0,46,48.0,39.4
1.0,100.0,83,95.0,65.7
5.8,68.0,96,89.0,77.2
6.0,98.0,36,56.0,50.4
1.9,50.0,76,55.0,52.3
9.7,73.0,77,91.0,73.5
4.5,83.0,92,74.0,67.6
7.4,58.0,56,47.0,53.9
9.1,55.0,76,75.0,70.0
6.1,86.0,51,74.0,62.4
2.0,83.0,98,52.0,64.3
2.0,69.0,81,91.0,56.4
9.2,86.0,85,59.0,76.1
7.7,84.0,99,40.0,75.8
0.9,83.0,97,59.0,56.9
1.9,60.0,35,45.0,36.0
9.5,54.0,85,57.0,73.2
7.1,53.0,69,65.0,60.5
7.5,99.0,47,62.0,59.4
2.9,60.0,41,54.0,43.4
9.1,71.0,72,87.0,74.3
0.6,73.0,99,100.0,61.4
2.6,84.0,36,67.0,38.5
4.7,88.0,54,54.0,50.7
6.8,,99,85.0,72.7
4.0,96.0,48,76.0,53.7
5.1,58.0,38,79.0,43.8
1.6,85.0,54,75.0,49.9
7.2,86.0,92,93.0,74.0
2.4,80.0,78,72.0,53.7
9.7,90.0,82,98.0,82.0
2.5,88.0,91,45.0,57.9
8.0,71.0,93,59.0,76.8
3.4,61.0,73,75.0,58.2
2.0,58.0,79,78.0,48.8
1.2,69.0,95,86.0,58.8
7.2,79.0,96,50.0,77.8
3.4,90.0,78,95.0,62.5
2.1,74.0,81,70.0,52.1
8.6,64.0,40,93.0,57.3
8.2,67.0,37,81.0,55.7
4.5,53.0,38,86.0,41.3
4.5,72.0,96,54.0,65.4
4.4,94.0,52,48.0,51.9
2.6,100.0,64,43.0,53.8
9.3,90.0,42,98.0,64.7
1.5,95.0,49,88.0,48.6
9.2,66.0,97,95.0,81.3
8.8,90.0,43,73.0,62.3
2.6,71.0,69,68.0,55.4
6.6,100.0,76,79.0,71.7
8.0,55.0,80,55.0,70.5
4.6,60.0,73,69.0,59.8
0.9,62.0,53,78.0,42.2
6.5,77.0,73,93.0,68.3
3.5,59.0,92,72.0,61.1
3.5,92.0,41,85.0,55.1
4.3,81.0,53,86.0,57.5
9.5,67.0,63,79.0,67.2
4.3,51.0,70,60.0,56.5
8.7,100.0,79,51.0,76.3
4.8,65.0,100,46.0,69.6
2.7,71.0,66,80.0,57.0
9.9,77.0,74,46.0,76.5
9.4,51.0,82,52.0,72.6
2.7,52.0,76,98.0,51.0
1.8,56.0,38,71.0,39.0
5.6,81.0,41,91.0,56.4
7.1,67.0,54,49.0,60.7
9.5,75.0,74,44.0,67.1
4.0,55.0,51,60.0,43.5
5.1,83.0,44,77.0,49.8
9.8,72.0,37,62.0,62.9
6.3,66.0,43,79.0,56.2
5.2,98.0,75,62.0,65.9
4.6,64.0,57,72.0,54.3
2.8,100.0,90,47.0,65.4
6.9,84.0,81,97.0,78.9
0.6,99.0,35,69.0,39.4
2.0,70.0,84,72.0,59.3
4.7,54.0,74,52.0,56.9
9.2,82.0,40,87.0,67.6
9.2,98.0,88,86.0,80.5
1.9,82.0,99,75.0,59.7
8.1,75.0,49,64.0,65.4
9.7,80.0,80,45.0,75.2
9.3,52.0,79,80.0,68.0
4.3,85.0,55,64.0,54.1
9.5,95.0,97,50.0,86.9
1.6,92.0,72,68.0,50.9
4.5,51.0,94,73.0,60.7
9.6,64.0,41,89.0,62.4
7.7,87.0,82,46.0,72.9
5.7,76.0,94,97.0,70.0
0.8,77.0,83,73.0,54.1
8.7,71.0,97,97.0,78.7
0.9,92.0,81,92.0,57.5
7.6,82.0,41,98.0,63.4
1.9,96.0,39,48.0,40.5
3.6,100.0,62,55.0,59.1
2.8,93.0,60,46.0,49.9
6.1,60.0,88,46.0,62.9
0.6,56.0,53,56.0,38.7
8.3,71.0,76,41.0,69.1
9.9,82.0,39,82.0,66.6
5.9,81.0,86,80.0,70.4
3.4,56.0,85,53.0,50.8
2.9,64.0,42,41.0,34.6
2.0,69.0,63,41.0,44.9
4.7,86.0,87,60.0,71.2
5.4,81.0,59,62.0,53.8
1.9,,92,89.0,57.1
1.7,52.0,51,54.0,42.4
7.6,78.0,48,51.0,56.8
7.5,66.0,48,99.0,61.7
5.3,50.0,78,44.0,55.5
8.1,61.0,62,77.0,60.9
3.1,90.0,39,77.0,48.3
3.6,80.0,85,79.0,61.9
8.6,69.0,73,49.0,63.1
7.1,59.0,67,74.0,63.3
2.8,79.0,65,69.0,48.9
1.2,57.0,39,84.0,33.9
8.2,66.0,50,78.0,64.3
4.1,51.0,68,69.0,57.0
5.9,97.0,50,93.0,58.7
1.7,70.0,83,82.0,58.0
5.1,85.0,62,58.0,53.9
3.2,62.0,43,73.0,40.0
5.8,56.0,74,40.0,61.5
7.2,60.0,75,80.0,63.0
3.4,78.0,39,,44.5
8.0,74.0,93,46.0,71.7
2.5,51.0,60,46.0,40.3
4.2,70.0,95,48.0,67.8
9.8,88.0,69,90.0,73.8
2.5,78.0,68,56.0,52.7
5.5,50.0,64,55.0,54.5
9.7,89.0,71,45.0,70.3
1.2,74.0,37,54.0,32.8
2.7,54.0,40,62.0,38.6
7.0,52.0,45,41.0,54.6
3.3,100.0,47,50.0,47.9
3.2,53.0,70,68.0,49.1
3.4,85.0,83,89.0,65.9
3.1,66.0,43,69.0,39.0
1.5,53.0,93,91.0,56.9
9.5,98.0,63,81.0,75.8
2.4,62.0,39,68.0,40.0
4.7,86.0,89,93.0,66.5
2.1,55.0,69,58.0,44.8
3.7,87.0,89,68.0,63.1
5.4,92.0,87,84.0,76.5
5.9,56.0,96,89.0,72.7
3.9,50.0,42,59.0,42.9
4.2,75.0,79,53.0,61.5
6.3,91.0,93,55.0,69.2
8.8,98.0,89,84.0,87.6
7.4,62.0,79,94.0,71.1
2.8,89.0,54,95.0,54.0
6.8,66.0,45,99.0,63.1
1.7,98.0,96,98.0,68.8
0.6,73.0,47,70.0,43.4
1.7,95.0,50,64.0,43.4
6.1,89.0,59,99.0,69.4
4.3,87.0,92,40.0,60.7
6.6,73.0,97,40.0,73.8
2.9,58.0,95,84.0,65.3
4.3,97.0,54,63.0,54.2
1.0,51.0,57,,44.5
7.9,100.0,49,82.0,69.8
4.5,76.0,44,94.0,53.8
2.9,99.0,100,45.0,62.7
0.9,97.0,100,48.0,62.3
6.8,74.0,41,88.0,59.1
8.3,75.0,96,48.0,73.1
3.0,66.0,50,71.0,48.1
6.5,90.0,87,94.0,80.1
4.5,88.0,52,48.0,57.3
1.8,58.0,37,66.0,33.5
4.3,68.0,50,70.0,49.0
7.3,51.0,54,52.0,53.9
4.6,65.0,89,72.0,61.3
1.1,79.0,90,57.0,50.8
6.0,54.0,64,82.0,55.6
5.6,90.0,86,91.0,72.4
6.2,79.0,68,78.0,68.2
2.1,61.0,75,51.0,53.3
3.4,83.0,70,88.0,64.1
4.6,95.0,90,72.0,66.2
3.4,64.0,63,42.0,47.4
0.7,85.0,98,70.0,55.8
6.1,92.0,42,89.0,60.4
7.9,83.0,96,99.0,83.6
1.4,59.0,37,85.0,40.0
4.9,57.0,87,51.0,64.4
0.7,59.0,59,60.0,40.5
2.2,70.0,79,82.0,57.4
7.8,96.0,93,98.0,86.4
9.8,87.0,75,88.0,78.4
1.9,96.0,92,57.0,63.5
2.6,75.0,93,40.0,55.3
3.9,91.0,94,95.0,70.9
5.8,96.0,55,53.0,56.2
3.9,65.0,39,87.0,51.2
2.1,66.0,52,72.0,44.3
2.1,57.0,40,96.0,41.4
1.3,90.0,91,54.0,60.3
3.3,72.0,54,51.0,42.2
4.8,51.0,72,48.0,54.0
4.7,95.0,55,71.0,59.2
6.5,70.0,43,50.0,53.1
1.4,95.0,37,41.0,43.5
1.6,69.0,67,85.0,46.8
7.1,50.0,61,66.0,53.3
3.6,59.0,64,40.0,50.0
1.9,90.0,70,52.0,57.2
1.6,77.0,53,94.0,52.7
8.8,95.0,85,54.0,74.2
6.3,85.0,95,,78.3
0.5,73.0,70,98.0,48.3
4.6,66.0,94,40.0,57.8
7.5,85.0,38,46.0,53.4
3.3,87.0,87,93.0,68.4
3.3,57.0,80,40.0,50.5
8.2,89.0,88,46.0,77.6
8.4,95.0,77,63.0,71.7
6.8,85.0,41,60.0,55.9
6.7,90.0,73,55.0,65.6
7.1,95.0,74,71.0,76.4
8.8,62.0,81,42.0,71.9
7.9,70.0,75,72.0,71.5
7.2,85.0,57,65.0,58.6
5.5,51.0,65,41.0,49.8
5.6,82.0,35,85.0,55.5
4.6,69.0,51,51.0,50.4
7.2,94.0,72,82.0,74.4
3.6,100.0,80,76.0,64.3
6.3,55.0,48,83.0,51.2
5.7,51.0,74,88.0,59.9
8.8,70.0,48,,64.4
9.0,72.0,94,98.0,87.3
3.8,60.0,58,47.0,50.1
6.2,74.0,42,40.0,54.3
7.0,54.0,51,82.0,57.1
6.4,64.0,35,83.0,56.5
1.5,57.0,66,86.0,51.3
6.0,88.0,51,69.0,54.8
4.2,53.0,63,53.0,49.9
5.4,72.0,53,72.0,53.9
8.7,82.0,85,72.0,79.0
7.9,86.0,94,65.0,80.3
5.9,91.0,35,70.0,50.9
9.8,100.0,73,90.0,79.6
6.8,69.0,70,47.0,65.1
9.1,60.0,89,48.0,72.0
6.7,69.0,92,93.0,73.1
0.8,96.0,68,55.0,48.3
9.2,83.0,77,80.0,78.6
4.9,88.0,89,63.0,68.3
2.6,93.0,98,61.0,64.8
4.1,83.0,74,92.0,60.5
8.5,94.0,61,43.0,72.2
7.0,79.0,94,64.0,70.3
2.3,92.0,38,81.0,47.3
4.2,60.0,54,52.0,44.7
0.6,62.0,87,77.0,53.4
3.7,99.0,40,86.0,49.4
1.8,93.0,85,60.0,55.7
6.9,71.0,50,58.0,57.8
1.0,58.0,51,55.0,35.4
8.0,71.0,39,77.0,55.5
7.1,52.0,54,42.0,48.6
2.3,69.0,68,99.0,58.9
5.0,75.0,49,89.0,51.9
6.8,55.0,53,70.0,57.7
4.5,51.0,91,87.0,63.1
1.9,84.0,65,81.0,55.0
3.2,85.0,80,55.0,60.6
3.6,71.0,77,43.0,51.2
4.6,81.0,98,71.0,73.0
9.3,63.0,64,81.0,65.9
6.0,88.0,42,56.0,55.8
2.2,97.0,66,65.0,55.2
8.4,77.0,37,51.0,60.9
4.7,71.0,37,65.0,42.7
6.6,79.0,38,98.0,60.0
2.1,53.0,61,77.0,49.5
4.8,88.0,95,97.0,70.8
1.2,91.0,59,83.0,47.7
7.5,54.0,55,76.0,63.3
1.6,71.0,63,41.0,44.0
0.9,53.0,51,96.0,37.9
7.6,61.0,93,89.0,71.0
5.2,84.0,91,90.0,69.0
4.3,59.0,55,84.0,53.6
0.7,55.0,56,66.0,44.1
3.0,95.0,88,63.0,63.9
3.1,76.0,36,94.0,46.9
6.6,66.0,91,49.0,70.0
3.8,73.0,94,53.0,62.6
5.2,84.0,68,40.0,57.7
3.1,70.0,96,69.0,62.7
1.3,89.0,100,72.0,64.4
3.4,75.0,42,90.0,49.5
9.0,93.0,44,85.0,69.0
0.8,71.0,60,95.0,47.3
0.8,74.0,85,74.0,54.3
8.5,91.0,86,64.0,76.0
8.5,90.0,43,49.0,60.6
8.9,98.0,68,48.0,72.7
6.9,67.0,45,93.0,57.3
1.3,89.0,68,75.0,47.7
1.6,50.0,100,89.0,61.4
1.5,60.0,40,70.0,37.1
5.0,68.0,42,58.0,45.2
4.0,78.0,83,68.0,64.4
1.3,53.0,76,44.0,41.0
0.5,93.0,95,43.0,59.7
0.8,61.0,36,63.0,28.9
5.0,93.0,64,85.0,65.2
9.9,61.0,95,63.0,83.6
6.7,93.0,77,80.0,69.4
8.7,78.0,74,56.0,74.3
6.8,93.0,68,82.0,70.9
3.2,72.0,62,68.0,49.7
8.6,55.0,59,55.0,60.8
2.7,78.0,89,90.0,66.1
7.0,78.0,83,74.0,67.7
9.2,83.0,75,61.0,74.2
3.4,92.0,40,91.0,49.6
5.4,55.0,70,57.0,57.2
9.6,71.0,99,65.0,78.8
4.7,66.0,77,41.0,57.6
2.2,73.0,66,60.0,46.1
1.4,57.0,46,84.0,45.0
8.1,54.0,67,66.0,65.5
6.8,96.0,76,78.0,69.5
8.4,76.0,50,72.0,65.0
7.4,62.0,70,84.0,70.8
0.9,59.0,53,82.0,45.1
9.7,81.0,52,40.0,63.1
2.1,86.0,96,98.0,69.6
1.8,54.0,71,70.0,52.7
3.2,69.0,84,40.0,53.5
9.6,80.0,67,83.0,74.4
3.0,55.0,93,51.0,57.0
3.8,59.0,58,67.0,49.1
9.2,83.0,93,77.0,87.4
3.6,67.0,77,72.0,55.3
1.2,67.0,35,47.0,37.5
9.4,94.0,62,66.0,77.8
9.6,77.0,58,84.0,70.7
7.1,63.0,67,64.0,66.3
2.0,67.0,71,90.0,51.3
8.0,72.0,87,47.0,75.7
5.8,75.0,52,85.0,54.5
1.1,79.0,38,82.0,39.6
8.7,64.0,48,64.0,55.7
9.3,65.0,66,43.0,63.1
8.2,91.0,97,44.0,78.9
3.3,72.0,88,52.0,62.9
6.4,63.0,36,71.0,50.8
5.6,53.0,85,66.0,58.7
6.4,82.0,77,72.0,67.3
7.2,68.0,45,73.0,61.2
7.0,61.0,78,48.0,59.4
7.2,74.0,90,77.0,69.6
6.3,74.0,74,51.0,63.3
